GENE OR COMPLEX	ENZYME LOCATION	REACTION	SUBSTRATES	PRODUCTS	FWD_RATE	RVS_RATE
G6986-MONOMER	cytosol	RXN-13158	2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,NAD	2K-4CH3-PENTANOATE,CARBON-DIOXIDE,NADH	1.0	0.0
G7011-MONOMER	cytosol	PROTEIN-TYROSINE-PHOSPHATASE-RXN	Protein-tyrosine-phosphates,WATER	Pi,Protein-Tyrosines	1.0	0.0
G7056-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G7056-MONOMER	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G7063-MONOMER	cytosol	RXN0-5052	Aminopeptidase-Substrates,WATER	Peptides-holder,Amino-Acids-20,PROTON	1.0	0.0
G7073-MONOMER	periplasmic space	RXN0-5401	CPLX0-8279,CPD-17931	CPD0-1171,D-ALANINE	1.0	0.0
G7105-MONOMER	inner membrane	2.7.10.1-RXN	ATP,Protein-Tyrosines	ADP,Protein-tyrosine-phosphates,PROTON	1.0	0.0
G7106-MONOMER	cytosol	PROTEIN-TYROSINE-PHOSPHATASE-RXN	Protein-tyrosine-phosphates,WATER	Pi,Protein-Tyrosines	1.0	0.0
G7111-MONOMER	unknown	3.1.3.16-RXN	Protein-Ser-or-Thr-phosphate,WATER	Protein-L-serine-or-L-threonine,Pi	1.0	0.0
G7147-MONOMER	outer membrane	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
G7147-MONOMER	outer membrane	RXN0-5227	CPD0-1082,WATER	L-ALA-GAMMA-D-GLU-DAP,D-ALANINE	1.0	0.0
G7164-MONOMER	cytosol	DUTP-PYROP-RXN	DUTP,WATER	PROTON,DUMP,PPI	1.0	0.0
G7164-MONOMER	cytosol	RXN0-5107	TTP,WATER	PROTON,TMP,PPI	1.0	0.0
G7187-MONOMER	cytosol	SORBITOL-6-PHOSPHATASE-RXN	D-SORBITOL-6-P,WATER	SORBITOL,Pi	1.0	0.0
G7187-MONOMER	cytosol	MANNITOL-1-PHOSPHATASE-RXN	WATER,MANNITOL-1P	Pi,MANNITOL	1.0	0.0
G7187-MONOMER	cytosol	SUGAR-PHOSPHATASE-RXN	WATER,Sugar-Phosphate	Sugar,Pi	1.0	0.0
G7212-MONOMER	cytosol	OHACYL-COA-DEHYDROG-RXN	NAD,L-3-HYDROXYACYL-COA	NADH,3-KETOACYL-COA,PROTON	1.0	0.0
G7212-MONOMER	cytosol	RXN-17777	NAD,CPD-19171	NADH,PROTON,CPD-19169	1.0	0.0
G7212-MONOMER	cytosol	RXN-17781	CPD-19167,NADH,PROTON	CPD-19168,NAD	0.0	1.0
G7212-MONOMER	cytosol	RXN-14393	CPD0-1163,NAD	CPD-15244,NADH,PROTON	1.0	0.0
G7212-MONOMER	cytosol	RXN-17786	CPD-19160,NADH,PROTON	CPD-19159,NAD	0.0	1.0
G7212-MONOMER	cytosol	RXN-17790	CPD-19158,NADH,PROTON	CPD-19155,NAD	0.0	1.0
G7212-MONOMER	cytosol	RXN-17794	CPD-19157,NADH,PROTON	CPD-19154,NAD	0.0	1.0
G7212-MONOMER	cytosol	RXN-17798	CPD-19153,NADH,PROTON	CPD-19151,NAD	0.0	1.0
G7212-MONOMER	cytosol	ENOYL-COA-HYDRAT-RXN	L-3-HYDROXYACYL-COA	TRANS-D2-ENOYL-COA,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17776	CPD-19171	CPD-19172,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17780	CPD-19168	CPD-19170,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN0-5393	CPD0-1163	CPD0-1162,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17785	CPD-19159	CPD-19163,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17789	CPD-19155	CPD-19162,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17793	CPD-19154	CPD-19161,WATER	0.0	1.0
G7212-MONOMER	cytosol	RXN-17797	CPD-19151	CPD-19150,WATER	0.0	1.0
G7212-MONOMER	cytosol	OHBUTYRYL-COA-EPIM-RXN	D-3-HYDROXYACYL-COA	L-3-HYDROXYACYL-COA	1.0	1.0
G7212-MONOMER	cytosol	ENOYL-COA-DELTA-ISOM-RXN	CIS-DELTA3-ENOYL-COA	TRANS-D2-ENOYL-COA	1.0	1.0
G7213-MONOMER	cytosol	KETOACYLCOATHIOL-RXN	Saturated-Fatty-Acyl-CoA,ACETYL-COA	3-KETOACYL-COA,CO-A	0.0	1.0
G7213-MONOMER	cytosol	RXN-17778	CPD-19144,ACETYL-COA	CPD-19169,CO-A	0.0	1.0
G7213-MONOMER	cytosol	RXN-17782	CPD-15436,ACETYL-COA	CPD-19167,CO-A	0.0	1.0
G7213-MONOMER	cytosol	RXN-14394	CPD-7221,ACETYL-COA	CPD-15244,CO-A	0.0	1.0
G7213-MONOMER	cytosol	RXN-17787	ACETYL-COA,CPD-10269	CO-A,CPD-19160	0.0	1.0
G7213-MONOMER	cytosol	RXN-17791	ACETYL-COA,CPD-19147	CO-A,CPD-19158	0.0	1.0
G7213-MONOMER	cytosol	RXN-17795	ACETYL-COA,CPD-19148	CPD-19157,CO-A	0.0	1.0
G7213-MONOMER	cytosol	RXN-17799	ACETYL-COA,CPD-14925	CPD-19153,CO-A	0.0	1.0
G7230-MONOMER	cytosol	RXN0-3741	Deoxy-Ribonucleoside-Monophosphates,WATER	Deoxy-Ribonucleosides,Pi	1.0	0.0
G7243-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
G7265-MONOMER	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
G7265-MONOMER	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
G7266-MONOMER	cytosol	PROTOHEMEFERROCHELAT-RXN	PROTOHEME,PROTON	PROTOPORPHYRIN_IX,FE+2	1.0	1.0
G7285-MONOMER	cytosol	ACETALD-DEHYDROG-RXN	NAD,CO-A,ACETALD	PROTON,NADH,ACETYL-COA	1.0	1.0
G7311-MONOMER	periplasmic space	3.4.21.107-RXN	WATER,General-Protein-Substrates	Peptides-holder,PROTON	1.0	0.0
G7311-MONOMER	membrane	3.4.21.107-RXN	WATER,General-Protein-Substrates	Peptides-holder,PROTON	1.0	0.0
G7319-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
G7322-MONOMER	inner membrane	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
G7322-MONOMER	periplasmic space	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
G7410-MONOMER	outer membrane	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
G7410-MONOMER	periplasmic space	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
G7410-MONOMER	outer membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7410-MONOMER	periplasmic space	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7415-MONOMER	unknown	PROTEIN-TYROSINE-PHOSPHATASE-RXN	Protein-tyrosine-phosphates,WATER	Pi,Protein-Tyrosines	1.0	0.0
G7415-MONOMER	unknown	3.1.3.16-RXN	Protein-Ser-or-Thr-phosphate,WATER	Protein-L-serine-or-L-threonine,Pi	1.0	0.0
G7457-MONOMER	inner membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7457-MONOMER	outer membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7457-MONOMER	periplasmic space	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7525-MONOMER	cytosol	3.1.11.1-RXN	DNA-N,WATER	DNA-N,Deoxy-Ribonucleoside-Monophosphates	1.0	0.0
G7533-MONOMER	periplasmic space	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7533-MONOMER	outer membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
G7533-MONOMER	periplasmic space	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
G7533-MONOMER	outer membrane	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
G7558-MONOMER	unknown	RXN0-4281	ACETOL,NADP	PROTON,METHYL-GLYOXAL,NADPH	0.0	1.0
G7572-MONOMER	unknown	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
G7622-MONOMER	cytosol	LCYSDESULF-RXN	CYS,WATER	PYRUVATE,AMMONIUM,HS	1.0	0.0
G7634-MONOMER	cytosol	RXN-13548	D-GALACTOSAMINE-6-PHOSPHATE,WATER	TAGATOSE-6-PHOSPHATE,AMMONIUM	1.0	0.0
G7647-MONOMER	cytosol	RXN-17632	Protein-Lysine-Aminocarbinol,WATER	Protein-L-lysine,D-LACTATE	1.0	0.0
G7647-MONOMER	cytosol	GLYOXIII-RXN	D-LACTATE,PROTON	METHYL-GLYOXAL,WATER	0.0	1.0
G7649-MONOMER	cytosol	3.1.11.1-RXN	DNA-N,WATER	DNA-N,Deoxy-Ribonucleoside-Monophosphates	1.0	0.0
G7668-MONOMER	inner membrane	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
G7668-MONOMER	cell wall	RXN-16650	CPD-17927,C6	CPD-17927,UNDECAPRENYL-DIPHOSPHATE	1.0	0.0
G7716-MONOMER	periplasmic space	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
G7742-MONOMER	cytosol	RXN-7607	IMP,WATER	INOSINE,Pi	1.0	0.0
G7830-MONOMER	unknown	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
G7841-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
G7859-MONOMER	cytosol	LXULRU5P-RXN	L-RIBULOSE-5-P	L-XYLULOSE-5-P	0.0	1.0
G7860-MONOMER	cytosol	RIBULPEPIM-RXN	L-RIBULOSE-5-P	XYLULOSE-5-PHOSPHATE	1.0	1.0
G7910-MONOMER	cytosol	XYLONATE-DEHYDRATASE-RXN	D-XYLONATE	WATER,2-DH-3-DO-D-ARABINONATE	1.0	0.0
G7911-MONOMER	cytosol	4.1.2.28-RXN	2-DH-3-DO-D-ARABINONATE	GLYCOLALDEHYDE,PYRUVATE	1.0	1.0
GABATRANSAM-CPLX	cytosol	GABATRANSAM-RXN	2-KETOGLUTARATE,4-AMINO-BUTYRATE	GLT,SUCC-S-ALD	1.0	1.0
GABATRANSAM-CPLX	cytosol	VAGL-RXN	5-AMINOPENTANOATE,2-KETOGLUTARATE	GLT,CPD-280	1.0	1.0
GABATRANSAM-CPLX	cytosol	ACETYLORNTRANSAM-RXN	N-ALPHA-ACETYLORNITHINE,2-KETOGLUTARATE	CPD-469,GLT	0.0	1.0
GARTRANSFORMYL2-MONOMER	cytosol	ACETATEKIN-RXN	ACET,ATP	ACETYL-P,ADP	1.0	1.0
GCVMULTI-CPLX	cytosol	GCVMULTI-RXN	GLY,THF-GLU-N,NAD	METHYLENE-THF-GLU-N,AMMONIUM,CARBON-DIOXIDE,NADH	1.0	0.0
GCVMULTI-CPLX	cytosol	GCVMULTI-RXN	GLY,THF-GLU-N,NAD	METHYLENE-THF-GLU-N,AMMONIUM,CARBON-DIOXIDE,NADH	1.0	0.0
GCVMULTI-CPLX	unknown	GCVMULTI-RXN	GLY,THF-GLU-N,NAD	METHYLENE-THF-GLU-N,AMMONIUM,CARBON-DIOXIDE,NADH	1.0	0.0
GCVMULTI-CPLX	cytosol	GCVMULTI-RXN	GLY,THF-GLU-N,NAD	METHYLENE-THF-GLU-N,AMMONIUM,CARBON-DIOXIDE,NADH	1.0	0.0
GLUCDEHYDROG-MONOMER	inner membrane	RXN0-6373	Ubiquinones,Glucopyranose	Ubiquinols,GLC-D-LACTONE	1.0	0.0
GLUCONOKINII-CPLX	cytosol	GLUCONOKIN-RXN	ATP,GLUCONATE	PROTON,ADP,CPD-2961	1.0	0.0
GLUCOSE-1-PHOSPHAT-CPLX	periplasmic space	GLUCOSE-1-PHOSPHAT-RXN	WATER,GLC-1-P	Pi,Glucopyranose	1.0	0.0
GLUTAMATESYN-CPLX	cytosol	GLUTAMATESYN-RXN	GLT,NADP	PROTON,GLN,2-KETOGLUTARATE,NADPH	0.0	1.0
GLUTAMATESYN-CPLX	cytosol	GLUTDEHYD-RXN	GLT,WATER,NADP	PROTON,AMMONIUM,2-KETOGLUTARATE,NADPH	1.0	1.0
GLUTAMATESYN-CPLX	cytosol	GLUTDEHYD-RXN	GLT,WATER,NADP	PROTON,AMMONIUM,2-KETOGLUTARATE,NADPH	1.0	1.0
GLUTAMIDOTRANS-CPLX	cytosol	GLUTAMIDOTRANS-RXN	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P,GLN	PROTON,GLT,D-ERYTHRO-IMIDAZOLE-GLYCEROL-P,AICAR	1.0	0.0
GLUTAMINESYN-OLIGOMER	membrane	GLUTAMINESYN-RXN	AMMONIUM,GLT,ATP	PROTON,GLN,ADP,Pi	1.0	0.0
GLUTDECARBOXB-CPLX	cytosol	GLUTDECARBOX-RXN	PROTON,GLT	CARBON-DIOXIDE,4-AMINO-BUTYRATE	1.0	0.0
GLUTDECARBOXB-CPLX	membrane	GLUTDECARBOX-RXN	PROTON,GLT	CARBON-DIOXIDE,4-AMINO-BUTYRATE	1.0	0.0
GLY3KIN-MONOMER	cytosol	GKI-RXN	ATP,GLYCERATE	PROTON,2-PG,ADP	1.0	0.0
GLYCPDIESTER-PERI-CPLX	periplasmic space	GLYCPDIESTER-RXN	Glycerophosphodiesters,WATER	Alcohols,GLYCEROL-3P,PROTON	1.0	0.0
GLYOXII-MONOMER	cytosol	GLYOXII-RXN	S-LACTOYL-GLUTATHIONE,WATER	PROTON,GLUTATHIONE,D-LACTATE	1.0	0.0
GLYS-CPLX	cytosol	GLYCINE--TRNA-LIGASE-RXN	GLY-tRNAs,GLY,ATP	Charged-GLY-tRNAs,PPI,AMP	1.0	0.0
GPH-MONOMER	cytosol	GPH-RXN	WATER,CPD-67	GLYCOLLATE,Pi	1.0	0.0
GPT-CPLX	inner membrane	GUANPRIBOSYLTRAN-RXN	GMP,PPI	GUANINE,PRPP	0.0	1.0
GPT-CPLX	cytosol	GUANPRIBOSYLTRAN-RXN	GMP,PPI	GUANINE,PRPP	0.0	1.0
GPT-CPLX	cytosol	XANPRIBOSYLTRAN-RXN	XANTHOSINE-5-PHOSPHATE,PPI	XANTHINE,PRPP	0.0	1.0
GPT-CPLX	inner membrane	HYPOXANPRIBOSYLTRAN-RXN	PPI,IMP	PRPP,HYPOXANTHINE	0.0	1.0
GPT-CPLX	cytosol	HYPOXANPRIBOSYLTRAN-RXN	PPI,IMP	PRPP,HYPOXANTHINE	0.0	1.0
GRXC-MONOMER	cytosol	RXN0-7271	Protein-Ox-Disulfides,Red-Glutaredoxins	Protein-Red-Disulfides,Ox-Glutaredoxins	1.0	0.0
GST-CPLX	cytosol	GST-RXN	1-CHLORO-24-DINITROBENZENE,GLUTATHIONE	PROTON,S-24-DINITROPHENYLGLUTATHIONE,CL-	1.0	0.0
HCAMULTI-CPLX	cytosol	RXN-12072	CPD-674,NADH,OXYGEN-MOLECULE,PROTON	CPD-13034,NAD	1.0	0.0
HCAMULTI-CPLX	cytosol	RXN-12072	CPD-674,NADH,OXYGEN-MOLECULE,PROTON	CPD-13034,NAD	1.0	0.0
HCAMULTI-CPLX	unknown	RXN-12072	CPD-674,NADH,OXYGEN-MOLECULE,PROTON	CPD-13034,NAD	1.0	0.0
HCAMULTI-CPLX	cytosol	HCAMULTI-RXN	3-PHENYLPROPIONATE,NADH,OXYGEN-MOLECULE,PROTON	CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL,NAD	1.0	0.0
HCAMULTI-CPLX	cytosol	HCAMULTI-RXN	3-PHENYLPROPIONATE,NADH,OXYGEN-MOLECULE,PROTON	CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL,NAD	1.0	0.0
HCAMULTI-CPLX	unknown	HCAMULTI-RXN	3-PHENYLPROPIONATE,NADH,OXYGEN-MOLECULE,PROTON	CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL,NAD	1.0	0.0
HOLO-ACP-SYNTH-CPLX	cytosol	HOLO-ACP-SYNTH-RXN	All-apo-ACPs,CO-A	3-5-ADP,All-holo-ACPs,PROTON	1.0	0.0
HYDH-MONOMER	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
HYDROG3-CPLX	inner membrane	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROG3-CPLX	inner membrane	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROG3-CPLX	cytosol	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROG3-CPLX	cytosol	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROG3-CPLX	cytosol	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROG3-CPLX	cytosol	RXN-12275	Reduced-hydrogenase-3,PROTON	HYDROGEN-MOLECULE,Oxidized-hydrogenase-3	1.0	0.0
HYDROPEROXIDI-CPLX	cytosol	CATAL-RXN	HYDROGEN-PEROXIDE	WATER,OXYGEN-MOLECULE	1.0	0.0
HYDROPEROXIDII-CPLX	cytosol	CATAL-RXN	HYDROGEN-PEROXIDE	WATER,OXYGEN-MOLECULE	1.0	0.0
IMIDHISTID-CPLX	cytosol	HISTIDPHOS-RXN	L-HISTIDINOL-P,WATER	HISTIDINOL,Pi	1.0	0.0
KDPD-CPLX	inner membrane (sensu Gram-negative Bacteria)	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
KDUD-MONOMER	cytosol	RXN0-7101	GLUCONATE,NAD	5-DEHYDROGLUCONATE,NADH,PROTON	1.0	1.0
LSERINEDEAM1-MONOMER	cytosol	4.3.1.17-RXN	SER	PYRUVATE,AMMONIUM	1.0	0.0
LSERINEDEAM2-MONOMER	unknown	4.3.1.17-RXN	SER	PYRUVATE,AMMONIUM	1.0	0.0
LTARTDEHYDRA-CPLX	cytosol	LTARTDEHYDRA-RXN	TARTRATE	OXALACETIC_ACID,WATER	1.0	0.0
LYSDECARBOX-CPLX	cytosol	LYSDECARBOX-RXN	PROTON,LYS	CARBON-DIOXIDE,CADAVERINE	1.0	0.0
LYSU-CPLX	cytosol	LYSINE--TRNA-LIGASE-RXN	LYS,LYS-tRNAs,ATP	Charged-LYS-tRNAs,PPI,AMP	1.0	0.0
LYSU-CPLX	cytosol	RXN0-5208	PROTON,ATP	ADENOSYL-P4,PPI	1.0	0.0
MALATE-DEHASE	membrane	MALATE-DEH-RXN	MAL,NAD	PROTON,OXALACETIC_ACID,NADH	1.0	1.0
MALSYNG-MONOMER	cytosol	MALSYN-RXN	ACETYL-COA,WATER,GLYOX	PROTON,MAL,CO-A	1.0	0.0
MENF-CPLX	cytosol	ISOCHORSYN-RXN	CHORISMATE	ISOCHORISMATE	1.0	1.0
MHPF-MONOMER	cytosol	ACETALD-DEHYDROG-RXN	NAD,CO-A,ACETALD	PROTON,NADH,ACETYL-COA	1.0	1.0
MONOMER0-1241	unknown	ALANINE-AMINOTRANSFERASE-RXN	2-KETOGLUTARATE,L-ALPHA-ALANINE	GLT,PYRUVATE	1.0	1.0
MONOMER0-148	cytosol	RXN0-4281	ACETOL,NADP	PROTON,METHYL-GLYOXAL,NADPH	0.0	1.0
MONOMER0-148	cytosol	RXN0-7119	ISOBUTANOL,NADP	CPD-7000,NADPH,PROTON	0.0	1.0
MONOMER0-149	cytosol	RXN0-4281	ACETOL,NADP	PROTON,METHYL-GLYOXAL,NADPH	0.0	1.0
MONOMER0-149	cytosol	RXN0-7020	CPD-13059,NADP	25-DIDEHYDRO-D-GLUCONATE,NADPH,PROTON	0.0	1.0
MONOMER0-1661	unknown	FOLYLPOLYGLUTAMATESYNTH-RXN	THF-GLU-N,GLT,ATP	THF-GLU-N,Pi,ADP	1.0	0.0
MONOMER0-4233	cytosol	RXN0-5131	IS30-Insertion-Sequences	IS30-with-Integrated-Transposon	1.0	0.0
MUTHLS-CPLX	cytosol	RXN0-2625	CPD-8199	CPD-8200	1.0	0.0
MUTHLS-CPLX	cytosol	RXN0-2625	CPD-8199	CPD-8200	1.0	0.0
MYRISTOYLACYLTRAN-MONOMER	cell wall	MYRISTOYLACYLTRAN-RXN	Myristoyl-ACPs,KDO2-LAUROYL-LIPID-IVA	KDO2-LIPID-A,ACP	1.0	0.0
MYRISTOYLACYLTRAN-MONOMER	cell wall	MYRPALMTRAN-RXN	Myristoyl-ACPs,KDO2-PALMITOLEOYL-LIPID-IVA	KDO2-LIPID-IVA-COLD,ACP	1.0	0.0
NACMURLALAAMI1-MONOMER	periplasmic space	RXN-16938	CPD0-2283,WATER	CPD-18259,CPD0-1085	1.0	0.0
NACMURLALAAMI2-MONOMER	periplasmic space	RXN-16938	CPD0-2283,WATER	CPD-18259,CPD0-1085	1.0	0.0
NADPPHOSPHAT-MONOMER	unknown	RXN-5822	NADP,WATER	NAD,Pi	1.0	0.0
NITRATREDUCTA-CPLX	inner membrane	RXN-15119	CPD-4544,Donor-H2	CPD-16009,Acceptor	1.0	0.0
NITRATREDUCTZ-CPLX	inner membrane	RXN0-3501	Menaquinols,NITRATE,PROTON	Menaquinones,NITRITE,WATER,PROTON	1.0	0.0
NITRATREDUCTZ-CPLX	inner membrane	RXN-15119	CPD-4544,Donor-H2	CPD-16009,Acceptor	1.0	0.0
NITRITREDUCT-CPLX	cytosol	RXN-13854	AMMONIUM,WATER,NAD	NITRITE,NADH,PROTON	0.0	1.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	UDPKIN-RXN	UDP,ATP	UTP,ADP	1.0	0.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	CDPKIN-RXN	CDP,ATP	CTP,ADP	1.0	0.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	DCDPKIN-RXN	DCDP,ATP	DCTP,ADP	1.0	0.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	DTDPKIN-RXN	TDP,ATP	TTP,ADP	1.0	0.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	DGDPKIN-RXN	DGDP,ATP	DGTP,ADP	1.0	0.0
NUCLEOSIDE-DIP-KIN-CPLX	cytosol	GDPKIN-RXN	GDP,ATP	GTP,ADP	1.0	0.0
ORNCARBAMTRANSFERI-CPLX	cytosol	ORNCARBAMTRANSFER-RXN	L-ORNITHINE,CARBAMOYL-P	PROTON,L-CITRULLINE,Pi	1.0	1.0
ORNDECARBOXDEG-CPLX	cytosol	ORNDECARBOX-RXN	PROTON,L-ORNITHINE	CARBON-DIOXIDE,PUTRESCINE	1.0	0.0
PABASYN-CPLX	cytosol	PABASYN-RXN	GLN,CHORISMATE	4-AMINO-4-DEOXYCHORISMATE,GLT	1.0	1.0
PD00230	cytosol	2.1.1.63-RXN	PROT-CYS,DNA-6-O-Methyl-Guanines	Protein-S-methyl-L-cysteine,DNA-Guanines	1.0	0.0
PD00230	cytosol	RXN-17824	CPD-19186,PROT-CYS	a-thymine-in-DNA,Protein-S-methyl-L-cysteine	1.0	0.0
PDXK-CPLX	cytosol	PYRIDOXKIN-RXN	ATP,PYRIDOXAL	PROTON,ADP,PYRIDOXAL_PHOSPHATE	1.0	0.0
PDXK-CPLX	cytosol	OHMETPYRKIN-RXN	ATP,HMP	PROTON,ADP,AMINO-HYDROXYMETHYL-METHYL-PYR-P	1.0	0.0
PGPPHOSPHAA-MONOMER	inner membrane	PGPPHOSPHA-RXN	L-1-PHOSPHATIDYL-GLYCEROL-P,WATER	L-1-PHOSPHATIDYL-GLYCEROL,Pi	1.0	0.0
PGPPHOSPHAB-MONOMER	inner membrane	PGPPHOSPHA-RXN	L-1-PHOSPHATIDYL-GLYCEROL-P,WATER	L-1-PHOSPHATIDYL-GLYCEROL,Pi	1.0	0.0
PGPPHOSPHAB-MONOMER	outer membrane	PGPPHOSPHA-RXN	L-1-PHOSPHATIDYL-GLYCEROL-P,WATER	L-1-PHOSPHATIDYL-GLYCEROL,Pi	1.0	0.0
PGPPHOSPHAB-MONOMER	outer membrane	RXN-11277	DIACYLGLYCEROL-PYROPHOSPHATE,WATER	L-PHOSPHATIDATE,Pi,PROTON	1.0	0.0
PGPPHOSPHAB-MONOMER	inner membrane	UNDECAPRENYL-DIPHOSPHATASE-RXN	UNDECAPRENYL-DIPHOSPHATE,WATER	PROTON,CPD-9646,Pi	1.0	0.0
PGPPHOSPHAB-MONOMER	outer membrane	UNDECAPRENYL-DIPHOSPHATASE-RXN	UNDECAPRENYL-DIPHOSPHATE,WATER	PROTON,CPD-9646,Pi	1.0	0.0
PHES-CPLX	cytosol	PHENYLALANINE--TRNA-LIGASE-RXN	PHE-tRNAs,PHE,ATP	Charged-PHE-tRNAs,PPI,AMP	1.0	0.0
PHOR-CPLX	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
PHOSACETYLTRANS-CPLX	cytosol	PHOSACETYLTRANS-RXN	Pi,ACETYL-COA	ACETYL-P,CO-A	1.0	1.0
PHOSPHASERDECARB-DIMER	unknown	PHOSPHASERDECARB-RXN	L-1-PHOSPHATIDYL-SERINE,PROTON	L-1-PHOSPHATIDYL-ETHANOLAMINE,CARBON-DIOXIDE	1.0	0.0
PHOSPHASERSYN-MONOMER	inner membrane	PHOSPHASERSYN-RXN	CDPDIACYLGLYCEROL,SER	CMP,L-1-PHOSPHATIDYL-SERINE,PROTON	1.0	0.0
PKII-CPLX	cytosol	PEPDEPHOS-RXN	PYRUVATE,ATP	PROTON,ADP,PHOSPHO-ENOL-PYRUVATE	0.0	1.0
PPK-CPLX	inner membrane	POLYPHOSPHATE-KINASE-RXN	ATP,Long-Chain-Polyphosphate	ADP,Long-Chain-Polyphosphate	1.0	1.0
PPX-CPLX	inner membrane	EXOPOLYPHOSPHATASE-RXN	Long-Chain-Polyphosphate,WATER	Long-Chain-Polyphosphate,Pi	1.0	0.0
PROPKIN-MONOMER	cytosol	PROPKIN-RXN	ATP,PROPIONATE	ADP,PROPIONYL-P	1.0	1.0
PROTOHEME-FERROCHELAT-MONOMER	cytosol	PROTOHEMEFERROCHELAT-RXN	PROTOHEME,PROTON	PROTOPORPHYRIN_IX,FE+2	1.0	1.0
PSERPHOSPHA-MONOMER	cytosol	RXN0-5114	3-P-SERINE,WATER	SER,Pi	1.0	0.0
PSERTRANSAM-CPLX	cytosol	SUCCINYLDIAMINOPIMTRANS-RXN	2-KETOGLUTARATE,N-SUCCINYLLL-2-6-DIAMINOPIMELATE	GLT,N-SUCCINYL-2-AMINO-6-KETOPIMELATE	0.0	1.0
